Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Indice_Riesgo,Categoria_Riesgo,Delta_Parcial_Final,Promedio_Continuo,Eficiencia_Estudio
S4007,Ali,Brown,student3007@university.com,Male,21,Business,59.32,63.99,66.59,78.74,87.34,0.91,71.85,52.02,D,6.3,No,Yes,Unknown,High,8,7.3,52.45,Medio,2.6,61.76,8.26
S4008,Maria,Davis,student3008@university.com,Male,24,Cs,66.6,50.05,75.25,70.23,81.29,8.02,94.6,96.19,B,7.9,Yes,Yes,High School,Low,1,5.1,37.72,Medio,25.2,81.58,12.18
S4009,Ahmed,Williams,student3009@university.com,Female,24,Business,78.18,51.64,97.42,74.61,59.21,8.04,79.14,66.54,C,7.1,No,Yes,Unknown,Low,10,8.3,53.6,Medio,45.78,73.34,9.37
S4010,Sara,Johnson,student3010@university.com,Male,24,Mathematics,86.32,63.48,74.44,77.48,79.89,6.19,71.31,52.34,A,19.1,Yes,Yes,High School,Low,3,8.9,25.64,Bajo,10.96,72.65,2.74
S4011,Liam,Smith,student3011@university.com,Male,23,Mathematics,74.09,97.71,49.52,74.81,85.41,5.8,50.2,91.77,C,15.3,Yes,Yes,Master'S,High,7,7.8,30.44,Medio,-48.19,67.1,6.0
S4012,Ahmed,Johnson,student3012@university.com,Male,23,Mathematics,76.28,85.85,71.05,68.91,69.44,9.15,64.78,96.71,A,16.3,No,Yes,High School,Medium,6,4.3,30.51,Medio,-14.8,73.66,5.93
S4013,Omar,Jones,student3013@university.com,Female,23,Cs,75.725,59.18,63.75,64.62,62.3,1.76,93.4,88.43,F,19.4,No,Yes,Master'S,Medium,5,7.1,34.93,Medio,4.57,59.48,4.56
S4014,Maria,Williams,student3014@university.com,Male,23,Engineering,95.73,97.1,68.76,69.42,83.95,6.17,71.44,90.23,B,13.1,No,Yes,Master'S,Low,7,8.7,24.15,Bajo,-28.34,71.63,6.89
S4015,Maria,Williams,student3015@university.com,Male,23,Cs,96.44,78.74,51.83,75.03,80.54,0.5,71.07,93.57,A,9.6,No,Yes,Unknown,Low,5,5.6,26.71,Bajo,-26.91,57.91,9.75
S4016,Omar,Smith,student3016@university.com,Female,18,Business,84.17,67.33,70.05,58.67,53.9,1.41,74.47,76.12,A,12.7,No,Yes,Master'S,Medium,7,6.9,37.32,Medio,2.72,50.28,5.99
S4017,John,Davis,student3017@university.com,Female,19,Business,50.88,68.1,49.0,69.68,83.33,4.37,64.32,84.02,C,29.8,Yes,Yes,Unknown,Low,10,5.1,46.86,Medio,-19.1,65.26,2.82
S4018,Liam,Williams,student3018@university.com,Female,21,Business,76.85,64.64,84.64,69.27,74.43,8.21,74.58,64.32,C,28.8,No,Yes,Master'S,High,3,8.4,23.75,Bajo,20.0,75.1,2.23
S4019,Omar,Smith,student3019@university.com,Male,20,Engineering,81.46,53.98,75.63,64.3,87.67,7.33,68.79,62.49,B,28.9,No,Yes,Phd,Medium,6,8.3,31.96,Medio,21.65,73.52,2.16
S4020,Emma,Smith,student3020@university.com,Female,23,Business,99.73,63.2,44.71,99.92,59.54,9.74,95.47,80.45,B,5.7,No,Yes,Bachelor'S,Low,2,5.8,25.51,Bajo,-18.49,88.08,14.11
S4021,Emma,Johnson,student3021@university.com,Male,18,Cs,99.8,71.67,93.38,53.68,62.91,0.45,78.2,86.73,A,7.2,Yes,Yes,Unknown,Low,1,5.7,19.97,Bajo,21.71,49.82,12.05
S4022,Sara,Williams,student3022@university.com,Female,24,Cs,92.88,71.68,76.98,82.15,77.17,3.81,91.71,69.86,A,6.1,Yes,Yes,Unknown,Low,2,4.0,25.16,Bajo,5.3,72.28,11.45
S4023,Maria,Smith,student3023@university.com,Male,21,Business,53.19,85.7,58.97,58.72,74.09,1.59,84.34,70.01,D,25.4,No,Yes,Master'S,Low,4,5.6,29.64,Bajo,-26.73,58.26,2.76
S4024,John,Johnson,student3024@university.com,Female,21,Engineering,75.725,61.53,42.74,91.98,69.32,0.37,60.63,97.71,A,29.8,No,Yes,High School,Low,10,7.9,40.14,Medio,-18.79,56.41,3.28
S4025,John,Brown,student3025@university.com,Male,21,Mathematics,80.63,83.01,77.93,95.71,87.3,2.64,93.38,75.92,F,18.6,No,Yes,Unknown,Low,6,4.1,28.69,Bajo,-5.08,75.7,4.08
S4026,Ahmed,Johnson,student3026@university.com,Male,18,Cs,90.04,74.69,62.41,70.07,78.24,2.44,54.36,99.31,A,22.5,Yes,Yes,Bachelor'S,High,5,5.0,23.72,Bajo,-12.28,56.77,4.41
S4027,Ahmed,Johnson,student3027@university.com,Female,20,Business,70.36,97.71,94.46,91.17,85.51,4.2,72.43,93.14,D,13.8,Yes,No,High School,Low,8,7.7,34.72,Medio,-3.25,72.78,6.75
S4028,Omar,Smith,student3028@university.com,Female,23,Engineering,65.98,63.12,42.09,62.5,57.66,1.4,61.96,81.98,D,24.1,No,No,High School,High,2,7.2,28.14,Bajo,-21.03,49.03,3.4
S4029,John,Jones,student3029@university.com,Male,21,Business,75.725,94.07,42.35,57.0,86.45,4.89,76.88,50.46,F,21.4,Yes,Yes,Master'S,Medium,3,8.9,19.02,Bajo,-51.72,67.31,2.36
S4030,Omar,Jones,student3030@university.com,Female,18,Business,57.34,89.24,96.96,65.79,73.08,9.2,65.0,64.8,C,25.0,No,No,Bachelor'S,High,2,6.0,22.88,Bajo,7.72,73.97,2.59
S4031,Liam,Davis,student3031@university.com,Male,24,Mathematics,67.85,78.26,97.89,67.08,51.69,7.48,86.14,70.88,A,17.5,No,Yes,Bachelor'S,Medium,10,4.7,44.02,Medio,19.63,69.93,4.05
S4032,Omar,Jones,student3032@university.com,Female,19,Cs,92.88,79.27,41.66,69.87,61.72,8.42,96.85,82.64,B,9.9,Yes,Yes,High School,Low,2,7.3,20.98,Bajo,-37.61,78.16,8.35
S4033,Ahmed,Johnson,student3033@university.com,Female,24,Mathematics,51.9,45.08,82.96,74.81,51.29,8.05,85.45,69.78,C,16.9,No,Yes,Bachelor'S,High,4,4.4,46.53,Medio,37.88,73.01,4.13
S4034,Maria,Davis,student3034@university.com,Male,18,Cs,57.54,97.01,53.29,70.56,72.84,3.9,67.77,91.39,F,12.8,Yes,Yes,Unknown,Low,2,4.6,26.58,Bajo,-43.72,62.54,7.14
S4035,Omar,Smith,student3035@university.com,Female,18,Cs,56.26,46.42,82.08,85.5,66.29,7.09,80.0,83.15,D,22.4,No,Yes,Master'S,Low,2,6.8,37.41,Medio,35.66,75.67,3.71
S4036,Ali,Williams,student3036@university.com,Female,18,Engineering,70.15,73.79,92.12,62.28,99.37,7.54,94.43,67.36,D,8.4,Yes,Yes,Master'S,High,3,6.4,33.55,Medio,18.33,82.87,8.02
S4037,Maria,Johnson,student3037@university.com,Male,21,Business,99.85,59.8,46.05,50.93,93.43,2.06,63.5,89.22,B,13.3,No,Yes,Phd,Low,1,5.3,20.46,Bajo,-13.75,57.12,6.71
S4038,John,Johnson,student3038@university.com,Male,18,Engineering,58.67,65.79,54.33,74.48,91.28,8.6,55.91,65.15,F,5.2,No,Yes,Phd,Medium,5,6.4,46.02,Medio,-11.46,76.92,12.53
S4039,John,Davis,student3039@university.com,Female,19,Business,57.27,76.61,41.44,72.41,75.06,4.58,56.54,53.14,F,25.4,No,Yes,Bachelor'S,High,4,8.3,30.94,Medio,-35.17,62.45,2.09
S4040,Omar,Smith,student3040@university.com,Male,21,Business,95.75,94.53,42.63,74.81,90.35,0.16,74.74,58.63,A,15.2,No,Yes,Unknown,Medium,1,7.6,10.53,Bajo,-51.9,60.38,3.86
S4041,Maria,Brown,student3041@university.com,Female,24,Cs,94.1,67.45,41.78,74.81,63.34,6.43,86.61,50.14,A,24.4,Yes,No,Bachelor'S,Medium,6,6.3,25.74,Bajo,-25.67,72.26,2.05
S4042,Ahmed,Johnson,student3042@university.com,Female,19,Mathematics,51.61,99.26,88.04,75.5,78.03,6.77,82.86,91.62,C,7.4,Yes,Yes,Phd,Medium,7,5.6,41.79,Medio,-11.22,76.02,12.38
S4043,Ahmed,Brown,student3043@university.com,Male,22,Cs,87.59,75.57,57.9,61.74,69.65,5.52,72.69,81.36,A,9.8,No,Yes,Unknown,Medium,4,6.9,28.44,Bajo,-17.67,64.82,8.3
S4044,Emma,Brown,student3044@university.com,Male,24,Business,82.77,49.63,69.59,93.88,58.57,2.12,86.46,78.53,B,26.3,No,No,Master'S,High,3,4.0,27.44,Bajo,19.96,65.03,2.99
S4045,John,Jones,student3045@university.com,Male,18,Cs,88.39,51.4,87.27,58.66,53.63,4.82,81.7,83.1,A,19.9,No,Yes,Master'S,Medium,9,7.7,41.47,Medio,35.87,60.55,4.18
S4046,Sara,Smith,student3046@university.com,Male,23,Engineering,74.73,82.97,69.7,51.01,77.91,4.0,81.41,82.68,B,5.1,No,Yes,Unknown,Medium,3,8.0,30.85,Medio,-13.27,62.58,16.21
S4047,Emma,Brown,student3047@university.com,Male,23,Engineering,99.57,43.02,65.75,72.38,54.88,9.75,60.12,78.27,A,27.6,No,Yes,Phd,Medium,5,4.6,27.33,Bajo,22.73,71.22,2.84
S4048,Ahmed,Smith,student3048@university.com,Male,21,Cs,52.19,68.82,40.69,99.31,85.9,8.25,65.63,92.12,F,29.6,No,Yes,High School,Medium,5,6.0,35.18,Medio,-28.13,83.34,3.11
S4049,Maria,Jones,student3049@university.com,Female,23,Cs,61.72,48.89,74.08,74.81,96.07,7.62,67.22,72.05,B,21.5,No,Yes,Bachelor'S,High,7,4.7,46.31,Medio,25.19,78.57,3.35
S4050,Liam,Smith,student3050@university.com,Female,24,Cs,69.83,65.99,47.48,67.7,58.11,1.81,90.41,90.24,C,23.2,No,Yes,Master'S,Low,1,8.7,24.16,Bajo,-18.51,58.58,3.89
S4051,Ahmed,Johnson,student3051@university.com,Male,21,Cs,72.49,85.0,85.88,50.84,73.55,3.31,88.76,89.33,F,8.3,Yes,Yes,Phd,Low,3,8.1,29.42,Bajo,0.88,61.56,10.76
S4052,Maria,Brown,student3052@university.com,Female,24,Cs,96.07,67.53,55.46,74.25,86.94,3.8,62.63,59.98,A,24.2,Yes,No,High School,Medium,3,4.1,18.46,Bajo,-12.07,65.46,2.48
S4053,Emma,Smith,student3053@university.com,Female,18,Engineering,75.725,49.81,80.45,60.32,64.34,4.93,52.76,72.69,B,7.5,Yes,Yes,Unknown,Low,10,8.9,54.8,Medio,30.64,56.68,9.69
S4054,John,Williams,student3054@university.com,Female,20,Business,52.26,55.12,78.77,74.81,96.04,0.3,88.39,91.75,F,27.2,No,Yes,Unknown,High,10,4.7,51.57,Medio,23.65,65.56,3.37
S4055,Ahmed,Smith,student3055@university.com,Female,20,Engineering,70.39,62.05,77.0,79.15,94.42,5.93,70.49,91.54,B,17.6,Yes,Yes,Unknown,High,8,4.4,43.5,Medio,14.95,75.84,5.2
S4056,Omar,Brown,student3056@university.com,Male,19,Business,70.82,44.17,56.02,63.26,55.19,3.58,60.99,51.2,C,8.5,Yes,Yes,Phd,Low,3,4.2,42.16,Medio,11.85,53.81,6.02
S4057,Maria,Jones,student3057@university.com,Female,18,Engineering,98.27,75.06,56.03,53.44,51.37,5.62,55.85,61.15,A,7.2,Yes,Yes,Unknown,Low,7,8.0,32.82,Medio,-19.03,54.22,8.49
S4058,John,Jones,student3058@university.com,Female,23,Engineering,79.96,76.45,91.78,87.75,98.82,0.09,50.64,71.19,D,16.0,Yes,Yes,Master'S,Medium,9,8.6,38.86,Medio,15.33,59.53,4.45
S4059,Liam,Brown,student3059@university.com,Male,18,Engineering,81.78,43.73,40.77,79.27,97.82,3.21,71.39,52.36,D,5.1,No,Yes,Unknown,Low,8,4.5,51.26,Medio,-2.96,70.14,10.27
S4060,Liam,Johnson,student3060@university.com,Male,22,Engineering,75.725,64.14,50.89,92.11,71.11,7.69,66.99,63.03,B,29.0,No,Yes,High School,High,6,8.9,30.87,Medio,-13.25,76.78,2.17
S4061,Sara,Johnson,student3061@university.com,Male,20,Engineering,88.5,64.84,76.61,62.99,52.53,5.01,84.82,62.91,A,9.3,No,Yes,Master'S,Low,5,5.6,33.81,Medio,11.77,62.61,6.76
S4062,Maria,Jones,student3062@university.com,Male,23,Cs,81.75,60.03,89.02,82.64,80.94,7.89,98.83,60.73,A,15.5,Yes,Yes,Phd,High,7,7.4,38.96,Medio,28.99,85.33,3.92
S4063,Emma,Jones,student3063@university.com,Female,24,Business,61.86,73.46,61.5,74.81,64.67,6.99,60.34,69.83,A,20.2,No,Yes,Bachelor'S,Medium,9,8.9,43.99,Medio,-11.96,67.43,3.46
S4064,Sara,Brown,student3064@university.com,Male,24,Business,93.7,60.76,79.21,64.59,96.84,8.55,62.15,90.65,A,21.9,Yes,Yes,Phd,Medium,6,4.0,29.14,Bajo,18.45,77.27,4.14
S4065,Sara,Johnson,student3065@university.com,Female,20,Cs,86.61,64.98,73.43,82.83,89.73,0.07,66.87,62.21,A,19.1,No,No,Phd,Low,2,6.7,22.86,Bajo,8.45,60.03,3.26
S4066,Ali,Jones,student3066@university.com,Female,18,Business,87.09,87.85,43.87,91.28,82.48,2.61,73.3,79.1,A,9.5,No,Yes,Phd,High,8,7.3,33.97,Medio,-43.98,68.29,8.33
S4067,Ahmed,Johnson,student3067@university.com,Male,23,Cs,99.83,49.73,77.31,66.05,64.23,5.49,84.88,77.88,A,16.8,No,Yes,Bachelor'S,Low,4,5.9,28.41,Bajo,27.58,67.52,4.64
S4068,Maria,Jones,student3068@university.com,Male,19,Cs,90.13,77.15,88.83,74.81,85.06,9.41,67.6,90.9,A,13.1,Yes,Yes,Master'S,Low,6,4.5,29.87,Bajo,11.68,80.39,6.94
S4069,Sara,Smith,student3069@university.com,Male,24,Cs,91.46,70.34,99.55,83.89,64.46,6.8,55.21,69.7,B,7.2,Yes,Yes,Phd,Low,2,7.1,25.51,Bajo,29.21,67.89,9.68
S4070,Ali,Williams,student3070@university.com,Male,18,Business,97.57,58.3,41.78,67.43,51.88,4.57,86.52,61.18,B,14.7,No,Yes,High School,Medium,6,4.2,32.12,Medio,-16.52,62.88,4.16
S4071,Emma,Davis,student3071@university.com,Male,19,Business,57.56,83.65,79.6,93.82,75.42,1.3,89.73,94.58,C,20.2,Yes,Yes,Master'S,Low,2,8.6,26.88,Bajo,-4.05,67.99,4.68
S4072,John,Smith,student3072@university.com,Male,23,Business,75.725,73.07,64.87,75.46,74.43,4.93,62.38,91.65,C,7.6,No,Yes,Phd,Medium,1,6.3,27.78,Bajo,-8.2,65.39,12.06
S4073,Omar,Davis,student3073@university.com,Female,20,Cs,79.03,68.64,40.59,82.41,88.15,4.41,56.84,81.08,A,9.1,No,Yes,Bachelor'S,High,5,8.6,36.09,Medio,-28.05,67.88,8.91
S4074,Omar,Jones,student3074@university.com,Female,22,Engineering,66.46,80.06,76.86,74.78,93.28,7.78,76.39,54.66,D,7.2,Yes,Yes,Phd,Medium,4,8.2,35.79,Medio,-3.2,80.56,7.59
S4075,Maria,Williams,student3075@university.com,Female,21,Business,91.97,88.14,47.35,72.64,67.72,4.13,60.42,50.81,A,5.0,No,Yes,Phd,Low,4,4.0,25.54,Bajo,-40.79,60.52,10.16
S4076,Sara,Williams,student3076@university.com,Female,20,Cs,88.12,98.36,62.71,92.4,72.47,3.19,68.71,59.13,A,28.4,No,Yes,Unknown,Low,1,6.3,5.45,Bajo,-35.65,66.37,2.08
S4077,Omar,Jones,student3077@university.com,Male,19,Engineering,86.04,77.76,55.68,64.74,73.52,0.9,88.87,59.83,A,26.0,No,Yes,Unknown,Low,9,8.4,31.34,Medio,-22.08,59.03,2.3
S4078,Ahmed,Jones,student3078@university.com,Male,18,Cs,99.86,92.47,61.67,74.81,66.21,0.47,60.98,56.81,B,10.8,Yes,Yes,Master'S,High,8,5.9,27.46,Bajo,-30.8,51.67,5.26
S4079,Omar,Johnson,student3079@university.com,Female,24,Cs,62.97,40.07,69.56,74.81,87.17,4.39,90.31,63.11,D,19.4,No,Yes,Unknown,Low,1,5.6,36.24,Medio,29.49,74.05,3.25
S4080,Omar,Jones,student3080@university.com,Female,23,Engineering,86.77,71.81,61.55,91.25,76.11,3.47,83.7,66.89,A,25.0,No,Yes,Bachelor'S,Low,5,7.4,24.48,Bajo,-10.26,71.44,2.68
S4081,Omar,Brown,student3081@university.com,Female,20,Engineering,77.57,52.88,73.16,74.81,95.7,5.55,60.99,87.72,C,14.2,No,Yes,Unknown,High,9,7.5,47.66,Medio,20.28,71.75,6.18
S4082,Liam,Jones,student3082@university.com,Male,24,Cs,75.725,45.65,54.32,59.27,82.52,7.12,76.32,85.48,C,23.5,Yes,Yes,Bachelor'S,Medium,1,7.2,28.05,Bajo,8.67,72.33,3.64
S4083,Ali,Brown,student3083@university.com,Male,24,Cs,58.03,71.92,78.12,83.78,60.59,0.4,80.7,55.22,D,26.7,No,No,Phd,Medium,10,5.8,44.76,Medio,6.2,57.27,2.07
S4084,Sara,Jones,student3084@university.com,Male,22,Cs,94.79,84.81,91.23,53.94,58.24,4.96,60.01,98.86,B,17.5,No,Yes,Master'S,High,10,4.3,32.63,Medio,6.42,55.45,5.65
S4085,Ahmed,Johnson,student3085@university.com,Female,23,Cs,79.77,64.74,53.44,71.19,68.62,8.62,57.25,87.61,F,27.2,Yes,Yes,Unknown,Medium,3,8.6,23.5,Bajo,-11.3,70.82,3.22
S4086,Sara,Brown,student3086@university.com,Female,19,Cs,91.25,80.21,70.47,54.29,67.35,4.55,76.56,58.17,A,10.2,Yes,Yes,Unknown,Low,4,5.6,25.57,Bajo,-9.74,60.92,5.7
S4087,Liam,Smith,student3087@university.com,Male,23,Cs,77.27,69.38,78.92,79.9,70.36,5.21,84.69,56.22,D,27.5,Yes,Yes,Master'S,Medium,2,8.0,20.61,Bajo,9.54,71.76,2.04
S4088,Maria,Brown,student3088@university.com,Male,23,Engineering,61.0,66.23,73.88,74.81,59.18,4.87,73.25,54.38,A,25.1,Yes,Yes,Bachelor'S,Low,9,5.8,44.01,Medio,7.65,63.98,2.17
S4089,Maria,Johnson,student3089@university.com,Female,18,Engineering,75.725,57.42,61.94,81.46,98.91,3.9,53.5,86.59,B,26.0,Yes,Yes,Bachelor'S,Medium,1,6.5,23.27,Bajo,4.52,68.22,3.33
S4090,Maria,Davis,student3090@university.com,Female,21,Business,69.08,62.96,78.53,83.66,57.29,1.1,96.26,61.81,B,5.1,No,Yes,Unknown,High,4,5.9,41.05,Medio,15.57,62.05,12.12
S4091,Emma,Brown,student3091@university.com,Male,24,Business,98.65,60.99,41.69,74.36,82.63,1.26,84.75,53.65,B,21.6,Yes,Yes,Bachelor'S,High,10,4.4,36.38,Medio,-19.3,63.58,2.48
S4092,Omar,Jones,student3092@university.com,Female,19,Cs,50.28,78.77,62.19,58.75,50.65,1.79,81.06,71.09,F,15.0,No,Yes,Bachelor'S,Medium,3,5.6,35.72,Medio,-16.58,52.09,4.74
S4093,Emma,Jones,student3093@university.com,Male,18,Cs,99.28,46.96,71.96,55.07,70.35,7.93,82.18,85.43,A,20.1,No,Yes,Unknown,Medium,10,8.8,41.11,Medio,25.0,71.72,4.25
S4094,Ali,Davis,student3094@university.com,Male,24,Business,99.02,45.56,41.24,65.66,65.46,2.75,69.93,65.23,A,7.1,No,Yes,Unknown,Low,9,4.6,45.9,Medio,-4.32,57.14,9.19
S4095,Maria,Johnson,student3095@university.com,Female,21,Cs,99.81,79.6,70.46,73.26,69.1,9.48,99.22,74.13,A,10.9,No,Yes,Unknown,Medium,3,6.8,20.18,Bajo,-9.14,84.1,6.8
S4096,Liam,Williams,student3096@university.com,Female,18,Cs,73.83,72.78,79.26,82.11,74.9,8.1,56.63,59.63,D,13.8,No,Yes,High School,Low,7,8.8,38.76,Medio,6.48,73.66,4.32
S4097,Ahmed,Jones,student3097@university.com,Female,21,Cs,98.19,65.81,85.55,50.06,80.02,6.85,86.96,71.46,A,23.0,No,Yes,Unknown,Medium,2,4.1,16.61,Bajo,19.74,71.38,3.11
S4098,Sara,Smith,student3098@university.com,Male,21,Engineering,69.78,49.15,46.8,85.55,79.18,7.2,71.04,67.95,D,18.8,Yes,Yes,High School,Medium,8,4.3,46.99,Medio,-2.35,76.94,3.61
S4099,Omar,Johnson,student3099@university.com,Female,21,Engineering,51.31,64.66,99.43,85.64,81.54,0.48,94.05,71.7,D,5.4,No,Yes,Unknown,Medium,2,8.5,42.17,Medio,34.77,66.51,13.28
S4100,John,Brown,student3100@university.com,Female,18,Mathematics,61.22,87.38,76.37,72.23,92.23,5.68,85.86,73.29,C,13.4,No,Yes,Bachelor'S,Low,10,7.7,45.66,Medio,-11.01,76.78,5.47
S4101,Ahmed,Brown,student3101@university.com,Male,23,Business,97.26,93.38,61.79,67.17,94.34,9.41,78.11,54.61,A,28.5,No,Yes,High School,Low,9,6.7,21.47,Bajo,-31.59,83.43,1.92
S4102,Omar,Smith,student3102@university.com,Male,21,Engineering,50.69,82.15,54.95,92.12,86.86,0.39,96.88,54.67,F,9.5,Yes,Yes,Phd,Low,9,6.7,50.64,Medio,-27.2,69.94,5.75
S4103,Emma,Jones,student3103@university.com,Female,23,Cs,77.3,43.59,74.37,89.23,53.95,2.91,95.62,63.03,F,10.9,No,Yes,Bachelor'S,Low,9,8.9,52.2,Medio,30.78,66.97,5.78
S4104,Emma,Johnson,student3104@university.com,Male,24,Cs,53.78,80.22,92.9,99.16,98.06,0.52,52.62,55.79,D,12.7,Yes,Yes,Unknown,Low,6,4.1,41.87,Medio,12.68,63.76,4.39
S4105,Ahmed,Smith,student3105@university.com,Male,24,Cs,64.32,54.46,71.23,68.6,97.37,5.7,59.63,62.64,D,11.7,Yes,Yes,Unknown,High,7,5.4,48.63,Medio,16.77,70.65,5.35
S4106,Emma,Jones,student3106@university.com,Male,19,Cs,54.4,58.92,79.69,95.34,85.59,1.16,83.8,51.23,D,8.0,No,Yes,Master'S,Medium,4,5.6,45.95,Medio,20.77,69.08,6.4
S4107,Maria,Johnson,student3107@university.com,Female,22,Cs,92.98,51.75,61.46,54.37,75.87,4.79,96.09,67.54,A,12.8,Yes,No,Master'S,High,2,4.6,27.75,Bajo,9.71,68.56,5.28
S4108,Ali,Brown,student3108@university.com,Female,23,Cs,79.55,86.55,63.29,70.57,62.53,7.2,71.52,60.67,B,18.5,Yes,Yes,High School,Medium,3,5.8,21.39,Bajo,-23.26,69.16,3.28
S4109,Sara,Johnson,student3109@university.com,Male,24,Cs,95.11,78.92,57.17,73.27,87.82,1.64,51.92,94.61,A,21.9,No,Yes,High School,Low,3,5.9,16.53,Bajo,-21.75,57.35,4.32
S4110,Ali,Davis,student3110@university.com,Male,22,Cs,84.42,76.71,82.34,72.04,93.89,7.55,82.16,92.91,C,21.1,No,Yes,Bachelor'S,Low,1,8.8,16.89,Bajo,5.63,80.9,4.4
S4111,Omar,Williams,student3111@university.com,Male,21,Mathematics,98.55,80.08,61.55,81.25,83.26,0.6,59.73,65.02,A,9.1,Yes,Yes,Unknown,Low,3,6.2,21.38,Bajo,-18.53,57.56,7.15
S4112,Sara,Johnson,student3112@university.com,Female,22,Engineering,75.49,54.21,51.44,58.51,81.45,1.5,77.62,73.77,F,20.4,No,Yes,High School,Medium,4,8.7,33.78,Medio,-2.77,58.14,3.62
S4113,Liam,Williams,student3113@university.com,Male,22,Mathematics,81.94,66.68,62.16,93.32,59.65,2.8,69.23,97.79,B,14.0,Yes,Yes,Unknown,Low,4,8.1,30.98,Medio,-4.52,62.55,6.98
S4114,Sara,Johnson,student3114@university.com,Male,21,Cs,78.82,78.0,91.23,77.59,67.89,7.96,77.9,76.2,F,25.5,No,No,Unknown,Low,3,7.7,20.71,Bajo,13.23,75.74,2.99
S4115,Ali,Williams,student3115@university.com,Female,23,Engineering,74.21,78.2,84.3,95.21,86.16,8.5,96.62,92.42,C,14.1,No,Yes,High School,High,10,5.7,43.52,Medio,6.1,90.75,6.55
S4116,Ahmed,Davis,student3116@university.com,Male,21,Cs,92.3,87.51,60.08,50.13,50.84,2.2,74.29,91.32,B,29.4,No,Yes,Unknown,Low,4,6.1,13.41,Bajo,-27.43,49.32,3.11
S4117,Sara,Brown,student3117@university.com,Female,19,Cs,82.23,57.23,94.41,74.81,82.06,0.96,51.73,97.06,B,20.4,No,Yes,Unknown,Medium,4,4.2,30.52,Medio,37.18,54.55,4.76
S4118,Liam,Jones,student3118@university.com,Female,20,Cs,90.07,86.22,44.49,70.62,88.33,8.48,79.05,65.29,A,15.7,No,Yes,Unknown,Low,3,5.9,19.2,Bajo,-41.73,80.7,4.16
S4119,Liam,Williams,student3119@university.com,Female,18,Mathematics,89.32,66.41,42.99,75.25,66.74,6.49,66.29,52.17,A,17.6,No,Yes,Unknown,High,5,8.4,28.9,Bajo,-23.42,68.3,2.96
S4120,Liam,Davis,student3120@university.com,Male,21,Mathematics,59.55,80.21,47.65,87.19,53.81,1.58,88.91,55.2,F,9.4,Yes,Yes,Unknown,Medium,3,7.9,34.84,Medio,-32.56,61.43,5.87
S4121,Ali,Williams,student3121@university.com,Male,21,Cs,82.51,67.34,46.99,61.36,90.96,5.58,73.5,78.56,A,22.0,Yes,Yes,Unknown,Medium,8,8.0,35.48,Medio,-20.35,70.4,3.57
S4122,Sara,Brown,student3122@university.com,Female,22,Cs,59.98,96.92,45.27,60.24,57.09,8.72,87.07,76.51,F,29.1,No,Yes,Master'S,High,3,5.1,19.83,Bajo,-51.65,72.9,2.63
S4123,John,Williams,student3123@university.com,Male,19,Engineering,79.17,50.76,79.68,85.15,68.54,0.7,95.44,64.92,A,17.9,No,Yes,Unknown,Medium,10,5.1,48.11,Medio,28.92,64.03,3.63
S4124,Ahmed,Davis,student3124@university.com,Female,24,Cs,75.725,80.5,76.05,76.07,85.36,0.84,68.11,62.44,B,29.8,No,Yes,Unknown,High,3,7.3,18.89,Bajo,-4.45,59.48,2.1
S4125,Maria,Davis,student3125@university.com,Male,24,Cs,99.86,74.59,78.86,61.68,90.85,2.74,99.47,85.47,B,8.8,No,No,Phd,High,8,7.3,33.83,Medio,4.27,69.85,9.71
S4126,Sara,Smith,student3126@university.com,Female,22,Cs,51.53,50.36,81.3,74.81,93.12,6.52,57.49,67.03,D,20.9,No,Yes,Unknown,Low,1,5.0,36.41,Medio,30.94,72.66,3.21
S4127,Liam,Brown,student3127@university.com,Female,23,Engineering,75.725,43.96,85.41,72.98,76.52,1.78,82.2,80.2,F,21.9,No,No,Unknown,Low,4,7.6,36.02,Medio,41.45,62.38,3.66
S4128,John,Smith,student3128@university.com,Male,21,Cs,53.85,87.95,52.43,84.57,73.79,8.16,51.74,85.61,F,12.8,No,Yes,Master'S,Medium,3,5.9,32.81,Medio,-35.52,72.92,6.69
S4129,Maria,Brown,student3129@university.com,Male,21,Cs,69.92,49.45,77.34,50.13,92.42,7.5,60.65,71.52,D,13.8,No,Yes,Master'S,Medium,1,8.4,33.79,Medio,27.89,69.55,5.18
S4130,Maria,Williams,student3130@university.com,Male,22,Cs,91.08,51.19,74.8,79.34,78.15,5.61,81.69,59.67,A,28.6,No,Yes,Unknown,High,1,5.8,18.46,Bajo,23.61,73.82,2.09
S4131,Omar,Davis,student3131@university.com,Male,21,Engineering,92.2,98.71,96.62,80.28,78.93,1.16,52.31,93.04,B,20.3,Yes,Yes,Bachelor'S,Low,7,5.1,21.3,Bajo,-2.09,55.78,4.58
S4132,Sara,Smith,student3132@university.com,Female,23,Mathematics,86.85,83.04,53.94,87.28,71.7,9.88,55.09,54.68,A,24.5,No,Yes,Phd,Medium,4,5.0,19.11,Bajo,-29.1,78.22,2.23
